;Year,Month,Rice,Ampalaya,Eggplant,Hotpepper,Okra,Patola,Tomato,Sitao,Upo,Watermelon
2006,6,,,,,,,,,,
2006,7,,,,,,,,,,
2006,8,,,,,,,,,,
2006,9,,,,,,,,,,
2006,10,,,,,,,,,,
2006,11,,,,,,,,,,
2006,12,,,,,,,,,,
2007,1,,,,,,,,,,
2007,2,,,,,,,,,,
2007,3,,,,,,,,,,
2007,4,,,,,,,,,,
2007,5,,,,,,,,,,
2007,6,,,,,,,,,,
2007,7,,,,,,,,,,
2007,8,,,,,,,,,,
2007,9,,,,,,,,,,
2007,10,,,,,,,,,,
2007,11,,,,,,,,,,
2007,12,,,,,,,,,,
2008,1,,,,,,,,,,
2008,2,,,,,,,,,,
2008,3,,,,,,,,,,
2008,4,,,,,,,,,,
2008,5,,,,,,,,,,
2008,6,,,,,,,,,,
2008,7,,,,,,,,,,
2008,8,,,,,,,,,,
2008,9,,,,,,,,,,
2008,10,,,,,,,,,,
2008,11,,,,,,,,,,
2008,12,,,,,,,,,,
2009,1,,,,,,,,,,
2009,2,,,,,,,,,,
2009,3,,,,,,,,,,
2009,4,,,,,,,,,,
2009,5,,,,,,,,,,
2009,6,,,,,,,,,,
2009,7,,,,,,,,,,
2009,8,,,,,,,,,,
2009,9,,,,,,,,,,
2009,10,,,,,,,,,,
2009,11,,,,,,,,,,
2009,12,,,,,,,,,,
2010,1,,,,,,,,,,
2010,2,,,,,,,,,,
2010,3,,,,,,,,,,
2010,4,,,,,,,,,,
2010,5,,,,,,,,,,
2010,6,,,,,,,,,,
2010,7,,,,,,,,,,
2010,8,,,,,,,,,,
2010,9,,,,,,,,,,
2010,10,,,,,,,,,,
2010,11,,,,,,,,,,
2010,12,,,,,,,,,,
2011,1,,,,,,,,,,
2011,2,,,,,,,,,,
2011,3,,,,,,,,,,
2011,4,,,,,,,,,,
2011,5,,,,,,,,,,
2011,6,,,,,,,,,,
2011,7,,,,,,,,,,
2011,8,,,,,,,,,,
2011,9,,,,,,,,,,
2011,10,,,,,,,,,,
2011,11,,,,,,,,,,
2011,12,,,,,,,,,,
2012,1,,,,,,,,,,
2012,2,,,,,,,,,,
2012,3,,,,,,,,,,
2012,4,,,,,,,,,,
2012,5,,,,,,,,,,
2012,6,,,,,,,,,,
2012,7,,,,,,,,,,
2012,8,,,,,,,,,,
2012,9,,,,,,,,,,
2012,10,,,,,,,,,,
2012,11,,,,,,,,,,
2012,12,,,,,,,,,,
2013,1,,,,,,,,,,
2013,2,,,,,,,,,,
2013,3,,,,,,,,,,
2013,4,,,,,,,,,,
2013,5,,,,,,,,,,
2013,6,,,,,,,,,,
2013,7,,,,,,,,,,
2013,8,,,,,,,,,,
2013,9,,,,,,,,,,
2013,10,,,,,,,,,,
2013,11,,,,,,,,,,
2013,12,,,,,,,,,,
2014,1,,,,,,,,,,
2014,2,,,,,,,,,,
2014,3,,,,,,,,,,
2014,4,,,,,,,,,,
2014,5,,,,,,,,,,
2014,6,,,,,,,,,,
2014,7,,,,,,,,,,
2014,8,,,,,,,,,,
2014,9,,,,,,,,,,
2014,10,,,,,,,,,,
2014,11,,,,,,,,,,
2014,12,,,,,,,,,,
2015,1,,,,,,,,,,
2015,2,,,,,,,,,,
2015,3,,,,,,,,,,
2015,4,,,,,,,,,,
2015,5,,,,,,,,,,
2015,6,,,,,,,,,,
2015,7,,,,,,,,,,
2015,8,,,,,,,,,,
2015,9,,,,,,,,,,
2015,10,,,,,,,,,,
2015,11,,,,,,,,,,
2015,12,,,,,,,,,,
2016,1,16397.20,1.30,4.62,2.96,5.94,2.17,5.44,3.06,0.39,0.77
2016,2,16397.20,1.26,2.29,1.64,4.08,0.36,10.44,3.01,0.04,18.47
2016,3,16397.20,3.25,1.15,1.89,1.52,2.85,1.39,3.71,0.76,35.34
2016,4,15405.45,0.46,2.37,0.42,3.34,0.45,0.35,0.60,0.25,40.16
2016,5,15405.45,1.85,2.95,1.90,4.45,0.93,2.17,4.51,0.91,7.54
2016,6,15405.45,5.19,3.90,4.47,5.95,3.55,2.97,2.97,0.78,0.00
2016,7,15405.45,6.06,4.29,3.94,4.81,2.37,5.81,2.70,0.30,0.00
2016,8,15405.45,1.18,3.35,0.62,5.15,2.32,0.25,1.96,0.50,0.00
2016,9,16397.20,2.32,5.39,2.96,4.54,0.00,3.77,3.47,1.40,0.07
2016,10,16397.20,2.83,1.53,2.77,2.75,0.80,4.25,3.37,0.40,0.50
2016,11,16397.20,3.07,3.45,1.87,1.85,0.19,3.54,2.66,1.01,5.70
2016,12,16397.20,0.22,3.68,3.60,4.31,0.05,6.55,4.47,0.06,0.00
2017,1,18737.18,3.75,4.74,3.78,4.03,1.94,17.81,4.41,0.18,0.34
2017,2,18737.18,0.34,1.53,0.62,2.99,1.24,6.06,1.40,0.13,18.08
2017,3,18737.18,1.72,6.89,0.57,1.49,2.41,3.51,0.70,0.00,29.57
2017,4,20213.45,0.65,3.64,3.85,1.00,2.64,2.20,0.45,0.35,49.79
2017,5,20213.45,5.82,2.99,0.67,7.52,1.79,4.43,2.43,2.03,9.43
2017,6,20213.45,4.46,1.57,13.57,5.92,3.45,5.64,6.19,0.00,0.00
2017,7,20213.45,1.83,0.05,0.08,0.01,1.81,0.05,0.01,0.01,0.00
2017,8,20213.45,2.00,3.93,3.83,4.11,2.63,1.81,2.33,0.75,0.00
2017,9,18737.18,3.66,1.41,0.49,5.25,3.18,4.27,2.83,0.30,0.03
2017,10,18737.18,1.47,1.69,1.00,7.19,1.44,3.82,6.05,0.01,0.63
2017,11,18737.18,2.51,2.72,4.55,4.53,1.56,9.75,2.17,2.30,6.25
2017,12,18737.18,1.75,2.86,3.05,4.28,0.73,6.63,3.12,1.00,0.00
2018,1,17058.03,4.77,4.46,2.62,5.51,2.13,14.52,2.48,1.66,0.12
2018,2,17058.03,4.59,4.78,3.17,6.07,1.60,16.98,2.98,0.70,22.11
2018,3,17058.03,0.89,10.30,2.07,6.22,1.54,7.28,2.98,0.09,38.76
2018,4,19582.68,10.13,4.37,1.68,2.70,4.32,4.08,2.77,1.13,59.86
2018,5,19582.68,2.40,1.94,2.63,2.93,0.85,1.22,2.57,0.00,12.50
2018,6,19582.68,6.27,4.95,4.43,6.34,3.00,2.27,3.58,0.00,0.00
2018,7,19582.68,0.64,1.84,2.51,4.31,0.55,6.77,1.85,0.56,0.00
2018,8,19582.68,1.23,1.27,3.08,1.99,0.70,1.65,1.73,0.91,0.00
2018,9,17058.03,4.70,0.50,3.25,0.00,0.70,13.64,13.55,1.79,0.03
2018,10,17058.03,1.75,3.14,2.26,2.79,0.27,2.51,1.41,0.00,0.83
2018,11,17058.03,1.51,2.38,3.31,5.51,0.35,4.52,4.10,0.00,8.33
2018,12,17058.03,0.27,0.89,1.83,5.20,0.00,15.10,15.70,0.00,0.00
2019,1,17092.22,6.45,3.53,3.10,12.29,1.71,11.88,6.86,3.05,0.18
2019,2,17092.22,8.76,4.10,3.37,9.89,1.61,12.75,4.67,2.89,17.47
2019,3,17092.22,1.98,2.44,1.13,7.52,1.35,5.74,3.24,2.37,7.77
2019,4,19435.46,1.90,1.28,0.00,1.48,2.00,1.67,1.95,0.20,86.15
2019,5,19435.46,5.81,4.74,2.90,6.23,2.71,1.83,3.18,0.20,12.50
2019,6,19435.46,8.20,3.74,1.87,10.11,3.58,1.91,10.59,0.66,0.00
2019,7,19435.46,10.01,3.69,0.84,6.15,0.64,2.58,7.19,0.57,0.00
2019,8,19435.46,10.90,3.98,2.31,6.12,2.79,2.65,7.46,1.11,0.00
2019,9,17092.22,2.85,3.67,3.40,9.15,5.19,2.28,12.54,2.71,0.00
2019,10,17092.22,4.83,1.74,0.01,1.45,0.62,5.16,2.40,0.73,1.25
2019,11,17092.22,4.72,5.00,4.08,7.90,0.96,9.34,9.65,3.30,12.50
2019,12,17092.22,6.45,3.19,1.01,2.90,2.14,12.80,5.04,0.82,0.00
2020,1,10178.61,14.67,2.65,0.63,9.58,1.94,14.96,8.52,0.12,2.48
2020,2,10178.61,5.86,1.63,4.72,6.12,1.24,18.94,8.67,1.33,20.01
2020,3,10178.61,9.25,5.97,1.66,5.45,2.41,3.69,4.53,1.71,58.42
2020,4,19540.91,8.90,4.28,0.40,6.33,2.64,7.19,5.02,2.27,1.63
2020,5,19540.91,10.66,2.35,1.56,6.22,1.79,3.55,6.81,4.45,0.00
2020,6,19540.91,8.25,6.20,1.73,6.30,3.45,5.77,6.95,1.32,0.00
2020,7,19540.91,3.94,4.04,2.54,6.40,1.81,2.65,3.15,0.53,0.00
2020,8,19540.91,5.02,10.45,2.19,4.56,2.63,4.66,6.48,0.14,0.00
2020,9,10178.61,6.83,5.00,2.80,3.02,3.18,3.91,3.96,2.13,0.25
2020,10,10178.61,6.94,3.86,2.63,5.29,1.44,8.33,6.78,1.07,0.00
2020,11,10178.61,5.09,2.80,2.45,8.28,1.56,4.12,7.20,1.84,3.50
2020,12,10178.61,8.33,1.96,1.20,6.12,0.73,10.23,5.68,1.12,0.00
2021,1,15619.22,5.92,7.11,3.92,9.38,1.84,6.03,7.30,0.54,1.00
2021,2,15619.22,7.88,6.29,6.89,10.94,1.44,16.13,4.29,1.20,6.00
2021,3,15619.22,7.69,4.60,2.05,5.90,1.80,15.01,6.87,1.88,2.00
2021,4,17626.75,3.19,4.89,1.15,4.65,2.78,4.77,3.00,0.33,19.57
2021,5,17626.75,4.30,3.44,1.79,3.92,1.92,3.00,3.98,0.81,0.20
2021,6,17626.75,5.43,4.44,3.18,2.35,3.66,4.98,3.78,0.58,0.00
2021,7,17626.75,10.13,6.63,3.32,13.95,1.46,5.62,9.53,3.16,0.00
2021,8,17626.75,2.76,1.88,1.63,4.69,2.10,2.12,2.41,0.75,0.00
2021,9,15619.22,8.62,6.77,3.66,7.01,2.90,9.24,8.92,1.46,0.00
2021,10,15619.22,9.59,3.37,4.95,10.08,1.07,5.26,9.08,2.19,0.00
2021,11,15619.22,12.88,6.24,5.46,21.19,1.61,13.08,12.57,3.64,0.00
2021,12,15619.22,9.01,4.41,2.10,5.18,0.85,7.46,5.88,1.36,0.00
2022,1,15648.06,8.14,2.83,1.54,15.41,2.20,11.26,10.25,2.00,0.00
2022,2,15648.06,7.12,1.82,2.29,12.45,1.15,11.28,4.55,1.07,31.40
2022,3,15648.06,9.85,5.12,5.51,8.49,5.05,6.05,9.82,0.22,100.75
2022,4,15648.06,8.69,6.38,3.54,9.24,4.15,5.30,9.55,2.65,7.30
2022,5,15648.06,2.42,3.45,4.20,7.01,2.03,2.90,4.46,0.03,12.50
2022,6,15648.06,6.86,3.86,2.52,3.86,2.25,4.21,4.69,0.49,0.00
2022,7,15648.06,8.45,9.32,2.22,14.46,3.03,4.04,10.89,1.96,0.00
2022,8,15648.06,13.07,10.43,5.39,11.98,5.64,4.25,9.38,1.36,0.00
2022,9,15648.06,9.23,9.68,4.59,13.40,7.76,7.77,9.08,3.11,0.10
2022,10,15648.06,3.43,3.54,2.06,7.63,3.90,4.94,7.71,2.74,0.00
2022,11,15648.06,8.45,3.44,1.44,5.89,2.70,8.20,4.27,2.16,0.00
2022,12,15648.06,5.12,1.77,1.93,4.26,0.82,9.29,6.71,0.60,0.00
2023,1,15105.57,3.02,3.42,2.37,3.84,1.49,10.27,3.54,0.71,0.15
2023,2,15105.57,5.94,3.88,2.97,3.76,1.50,14.86,6.16,1.20,12.43
2023,3,15105.57,10.25,4.49,2.26,8.98,1.28,11.04,6.28,0.45,14.36
2023,4,18719.06,5.83,2.20,2.37,3.13,2.30,3.88,6.41,1.70,170.93
2023,5,18719.06,9.70,4.08,4.22,5.91,2.45,3.69,6.98,0.46,2.15
2023,6,18719.06,4.80,3.79,2.10,4.77,4.85,2.03,6.14,1.30,0.00
2023,7,18719.06,11.75,6.16,3.05,7.49,2.46,3.24,6.86,0.66,0.00
2023,8,18719.06,3.07,6.03,4.89,6.75,1.72,1.69,3.84,0.20,0.00
2023,9,15105.57,8.44,6.00,4.89,10.22,2.25,5.27,7.55,1.43,0.00
2023,10,15105.57,3.77,3.28,1.48,2.43,1.59,5.17,2.44,1.32,2.50
2023,11,15105.57,8.95,5.34,2.96,13.54,3.62,5.72,5.91,1.36,25.00
2023,12,15105.57,2.94,3.41,1.22,4.06,0.65,5.23,2.70,0.95,0.00
2024,1,14127.54,1.58,2.38,2.64,8.21,1.93,12.70,3.95,0.80,0.20
2024,2,14127.54,7.24,5.69,2.85,10.92,1.27,13.90,6.30,0.34,22.50
2024,3,14127.54,7.56,4.40,1.45,5.91,2.34,6.86,4.91,2.09,1.17
2024,4,16229.38,8.46,9.69,1.73,12.42,2.66,6.29,6.72,0.39,1.36
2024,5,16229.38,2.17,4.05,3.78,9.21,1.81,4.40,11.87,0.30,22.85
2024,6,16229.38,5.86,6.46,5.96,12.27,3.47,5.21,8.93,0.26,0.00
2024,7,16229.38,5.30,7.25,4.10,12.84,1.77,3.73,14.41,0.70,0.00
2024,8,16229.38,10.59,8.38,3.78,10.18,2.57,4.36,11.94,1.36,0.00
2024,9,14127.54,6.70,3.56,3.24,5.83,3.15,4.79,7.36,1.20,0.00
2024,10,14127.54,7.30,5.32,3.14,6.24,1.39,9.58,9.61,1.25,0.00
2024,11,14127.54,6.22,3.82,3.65,16.07,1.57,5.58,8.55,1.58,0.00
2024,12,14127.54,2.94,1.56,0.50,5.15,0.75,6.53,2.65,0.20,0.00
