;,DRT,Rice,Ampalaya,Eggplant,Hotpepper,Okra,Patola,Tomato,Sitao,Upo,Watermelon
2006,6,,,,,,,,,,
2006,7,,,,,,,,,,
2006,8,,,,,,,,,,
2006,9,,,,,,,,,,
2006,10,,,,,,,,,,
2006,11,,,,,,,,,,
2006,12,,,,,,,,,,
2007,1,,,,,,,,,,
2007,2,,,,,,,,,,
2007,3,,,,,,,,,,
2007,4,,,,,,,,,,
2007,5,,,,,,,,,,
2007,6,,,,,,,,,,
2007,7,,,,,,,,,,
2007,8,,,,,,,,,,
2007,9,,,,,,,,,,
2007,10,,,,,,,,,,
2007,11,,,,,,,,,,
2007,12,,,,,,,,,,
2008,1,,,,,,,,,,
2008,2,,,,,,,,,,
2008,3,,,,,,,,,,
2008,4,,,,,,,,,,
2008,5,,,,,,,,,,
2008,6,,,,,,,,,,
2008,7,,,,,,,,,,
2008,8,,,,,,,,,,
2008,9,,,,,,,,,,
2008,10,,,,,,,,,,
2008,11,,,,,,,,,,
2008,12,,,,,,,,,,
2009,1,,,,,,,,,,
2009,2,,,,,,,,,,
2009,3,,,,,,,,,,
2009,4,,,,,,,,,,
2009,5,,,,,,,,,,
2009,6,,,,,,,,,,
2009,7,,,,,,,,,,
2009,8,,,,,,,,,,
2009,9,,,,,,,,,,
2009,10,,,,,,,,,,
2009,11,,,,,,,,,,
2009,12,,,,,,,,,,
2010,1,,,,,,,,,,
2010,2,,,,,,,,,,
2010,3,,,,,,,,,,
2010,4,,,,,,,,,,
2010,5,,,,,,,,,,
2010,6,,,,,,,,,,
2010,7,,,,,,,,,,
2010,8,,,,,,,,,,
2010,9,,,,,,,,,,
2010,10,,,,,,,,,,
2010,11,,,,,,,,,,
2010,12,,,,,,,,,,
2011,1,,,,,,,,,,
2011,2,,,,,,,,,,
2011,3,,,,,,,,,,
2011,4,,,,,,,,,,
2011,5,,,,,,,,,,
2011,6,,,,,,,,,,
2011,7,,,,,,,,,,
2011,8,,,,,,,,,,
2011,9,,,,,,,,,,
2011,10,,,,,,,,,,
2011,11,,,,,,,,,,
2011,12,,,,,,,,,,
2012,1,,,,,,,,,,
2012,2,,,,,,,,,,
2012,3,,,,,,,,,,
2012,4,,,,,,,,,,
2012,5,,,,,,,,,,
2012,6,,,,,,,,,,
2012,7,,,,,,,,,,
2012,8,,,,,,,,,,
2012,9,,,,,,,,,,
2012,10,,,,,,,,,,
2012,11,,,,,,,,,,
2012,12,,,,,,,,,,
2013,1,,,,,,,,,,
2013,2,,,,,,,,,,
2013,3,,,,,,,,,,
2013,4,,,,,,,,,,
2013,5,,,,,,,,,,
2013,6,,,,,,,,,,
2013,7,,,,,,,,,,
2013,8,,,,,,,,,,
2013,9,,,,,,,,,,
2013,10,,,,,,,,,,
2013,11,,,,,,,,,,
2013,12,,,,,,,,,,
2014,1,,,,,,,,,,
2014,2,,,,,,,,,,
2014,3,,,,,,,,,,
2014,4,,,,,,,,,,
2014,5,,,,,,,,,,
2014,6,,,,,,,,,,
2014,7,,,,,,,,,,
2014,8,,,,,,,,,,
2014,9,,,,,,,,,,
2014,10,,,,,,,,,,
2014,11,,,,,,,,,,
2014,12,,,,,,,,,,
2015,1,,,,,,,,,,
2015,2,,,,,,,,,,
2015,3,,,,,,,,,,
2015,4,,,,,,,,,,
2015,5,,,,,,,,,,
2015,6,,,,,,,,,,
2015,7,,,,,,,,,,
2015,8,,,,,,,,,,
2015,9,,,,,,,,,,
2015,10,,,,,,,,,,
2015,11,,,,,,,,,,
2015,12,,,,,,,,,,
2016,1,27,0.6,0.55,0.12,0,0,0.95,1.75,0,0.03
2016,2,27,1.15,0.5,0.19,0,0,0.59,2.8,0.15,0.07
2016,3,27,0.5,0.1,0.05,0.1,0,0.55,1.15,0,0.04
2016,4,66,0,0.72,0.52,0.1,0,0.4,2.05,0.5,0
2016,5,66.5,0.3,0.93,0.65,0.3,0.15,0.1,3.05,0.15,0
2016,6,80.5,0.65,1.07,2.16,0.49,0,0.05,5.6,0.3,0
2016,7,30.5,1.5,1.6,3.5,1.6,0.55,1.05,0.5,0.7,0.08
2016,8,122,1.1,2.72,0.97,0.15,0.2,0.15,4.71,0.4,0
2016,9,100,0,0,0,0,0,0,0,0,0
2016,10,27,0.45,1.05,0.44,0,0,0.3,3.95,0.1,0
2016,11,27,0.75,1.37,1.5,0.1,0.1,0.56,5.53,0.5,0.02
2016,12,27,2.2,1.98,0.7,0.4,0,1.2,7.4,0.3,0.02
2017,1,66,1.1,1.35,1.95,0.14,0.04,0.94,5.48,0.35,0.03
2017,2,66.5,0.55,0.43,0.6,0.15,0.02,0.58,4.78,0.7,0.07
2017,3,80.5,0.1,0.3,0.18,0,0.01,1,3.13,0,0.05
2017,4,30.5,1.05,0.3,0.2,0,0,0.25,4.15,0.4,0
2017,5,122,1,1.4,0.4,0.6,0.12,0,3.6,0.4,0
2017,6,100,1.05,1.1,1.69,0,0.3,0,6.03,0.65,0
2017,7,27,3.75,4.72,2.08,0.34,0.71,0.46,9.85,0.5,0.07
2017,8,27,5.5,3.76,3,0.9,0.39,1,17.09,1.06,0
2017,9,27,1.65,0,0.95,0,0.47,0,6.01,0,0
2017,10,66,1.54,1.15,0.53,0.5,0.49,0.47,8.18,0.2,0
2017,11,66.5,1.6,1.34,0.45,0.24,0.09,0.32,23.49,0.75,0.02
2017,12,80.5,0.45,1.8,0.92,0.14,0.06,0.55,3.86,0.5,0.02
2018,1,30.5,0.65,1.11,0.6,0.1,0.2,0.56,4.21,0.35,0.08
2018,2,122,0.85,1.12,0.3,0.14,0.1,0.63,4.55,0.2,0.06
2018,3,100,0.3,0.6,0.15,0,0.05,0.4,2.12,0.05,0.04
2018,4,884,0.35,0.71,0.22,0,0,0.2,1.91,0,0
2018,5,884,0.35,0.4,0.31,0,0,0.1,2.77,0.25,0
2018,6,884,1.85,2.3,2.02,0.99,0.11,3.05,8.68,0.5,0
2018,7,837.5,3.27,4.11,3.35,0.32,0.05,0.07,8.87,1.35,0.2
2018,8,461,0,0,1.74,0,0.15,0.9,0,1.75,0
2018,9,443.25,1.25,1.21,0.98,0.68,0.3,0.76,6.43,0.3,0
2018,10,443.85,0.9,0.8,0.88,0,0.1,0.88,3.04,0.95,0
2018,11,447,1.09,2.44,0.74,0.15,0,0.5,6.31,0.75,0.06
2018,12,450,0.45,1.2,0.45,0.14,0.1,0.98,3.21,0.5,0.05
2019,1,884,0.45,1.23,0.61,0,0,1.99,3.96,0.45,0.08
2019,2,884,0.9,0.34,0.19,0,0,0.5,4.28,0.6,0.06
2019,3,884,0,0.23,0.18,0,0,0.15,1.45,0,0.04
2019,4,837.5,0,0,0.05,0,0,0.05,0.29,0,0
2019,5,461,0.5,0.5,0.03,0.21,0,0,3.63,0.35,0
2019,6,443.25,1.95,7.59,2.98,0.52,0.45,0,9.64,0.65,0
2019,7,443.85,3.1,5.73,3.26,0.64,0.2,0.97,7.72,1,0.2
2019,8,447,1.88,2.86,0.89,0.15,0.1,0.1,5.39,0,0
2019,9,450,0.7,1.02,1.15,0,0,0.55,3.05,1.2,0
2019,10,884,0.25,4.1,0.55,0.29,0.1,0.32,4.64,0.55,0
2019,11,884,0.15,1.1,0,0.08,0.05,0.62,0.82,0,0.06
2019,12,884,0,1.2,0.1,0,0,1.55,0.57,0,0.05
2020,1,837.5,0.15,1.6,0.6,0,0.05,1.75,0.15,0,0
2020,2,461,1.2,2.46,0.5,0,0.03,1.4,1.53,0.1,0.2
2020,3,443.25,0,0.33,0,0,0.01,0,0.58,0,0
2020,4,443.85,0,0.54,0.2,0.14,0,0.05,0.81,0,0
2020,5,447,0.65,4.64,0.18,0.86,0.11,0,1.01,0.75,0
2020,6,450,3.2,10.03,2.86,1.5,0.37,0.2,19.06,1.8,0
2020,7,884,3,10.51,2.28,1.27,0.75,0.55,9.97,0.93,0
2020,8,884,0.4,0.73,0.41,0.14,0.43,0.11,1.01,0.2,0
2020,9,884,0.45,2.05,0.99,0,0.56,0.35,1.22,0.15,0
2020,10,837.5,0.15,1.38,1.05,0.14,0.59,0.95,3.03,0.3,0
2020,11,461,0.2,1.33,0.6,0.08,0.09,1.23,2.87,0.35,0
2020,12,443.25,0.6,0.93,0.25,0,0.08,0.7,3.82,0.3,0
2021,1,443.85,0.15,2.08,0.5,0,0.04,1.3,1.52,0.4,0
2021,2,447,0.1,0.85,0.64,0,0.02,2.75,1.66,0,0
2021,3,450,0.35,0.43,0,0,0.01,0.1,0.14,0,0
2021,4,884,0.35,0.53,0.05,0.05,0,0,0.58,0.2,0
2021,5,884,0.3,0.15,0,0,0.12,0,0.14,0.15,0
2021,6,884,0.85,5.64,0.77,0,0.3,0.65,1.2,0.2,0
2021,7,837.5,3.63,11.55,2.46,0.24,0.71,0.5,7.41,0.85,0
2021,8,461,0.95,1.68,1.07,0.39,0.39,0.8,2.14,0,0
2021,9,443.25,1.05,4.58,1.23,0.43,0.47,0.18,6.8,0.4,0
2021,10,443.85,2.35,0.85,0.65,0.15,0.49,0.53,3.51,0.65,0
2021,11,447,0.55,3.21,0.81,0,0.09,1.18,2.8,1.4,0
2021,12,450,0.62,0.75,0.1,0,0.06,0.4,0.73,0,0
2022,1,27,0.1,2.5,0.35,0,0,1.65,1,0,0
2022,2,27,0.05,0.6,0,0,0,0,0.51,0,0
2022,3,27,0.03,0.1,0.13,0,0,0,0.37,0,0.1
2022,4,66,0.1,1,0.35,0,0,1.3,1.14,0,0
2022,5,66.5,0.5,1.6,0,0.03,0,0,0.9,0.02,0
2022,6,80.5,1.15,0.75,0.53,0.22,0.1,0.3,3.99,0.2,0
2022,7,30.5,3.05,10.73,5.73,1.81,0.94,0.16,11.57,1,0
2022,8,122,0.64,5.59,4.52,2.13,0.3,0.1,5.48,0.55,0
2022,9,100,0.55,1.4,1.55,0.33,0.5,0.65,2.17,0.1,0
2022,10,27,1.3,3.25,0.45,0.75,0.75,1.45,7.18,0.7,0
2022,11,27,1.7,2.41,0.75,0,0,0.71,1.99,0.1,0
2022,12,27,1.83,3.05,0.9,0.15,0.2,2.05,2.5,0.5,0
2023,1,66,0.9,1.1,0.08,0.5,0,1.01,0.93,0,0
2023,2,66.5,1.1,0.95,0.2,0,0,1.55,0.45,0,0.1
2023,3,80.5,1.3,1.34,0.2,0.15,0,0.15,1.39,0.6,0.1
2023,4,30.5,0.2,0.1,0.05,0,0,0.2,1.36,0.15,0
2023,5,122,0.85,3.8,1.15,0,0.45,0.15,1.85,0.55,0
2023,6,100,2.8,2.12,1.6,0.68,0.8,0,6.13,0.15,0
2023,7,27,2.3,14.49,3.02,1.01,1.8,0.15,5.49,0.9,0
2023,8,27,2.55,7.42,1.94,0.4,1.15,0.97,7.77,1.55,0
2023,9,27,6.15,9.6,1.61,0.5,1.45,1.4,15.35,1,0
2023,10,66,2.4,8.3,1.8,0.2,1.41,1.72,6.21,1.35,0
2023,11,66.5,1.85,4.6,0.85,0,0.3,1.3,2.2,0.25,0
2023,12,80.5,0.45,3.5,0.6,0.1,0,1.05,1.35,0,0
2024,1,30.5,0.7,1.5,0.62,0.3,0.02,0,2.15,0,0.4
2024,2,122,5.45,1,0.1,0.45,0.01,1.5,0.9,0,0
2024,3,100,0.6,0.5,0.45,0.3,0,0.65,1.65,0.45,0
2024,4,27,0.4,1.1,0.3,0.15,0,0,1,0,0
2024,5,27,0.7,2.2,0.1,0,0.14,0,1.05,0,0
2024,6,27,6.3,11.02,3.57,1.15,0.4,0.05,9.5,2.45,0
2024,7,66,4.45,17.68,4.5,3.05,0.88,0.45,14,0.4,1
2024,8,66.5,4.25,3.2,1.15,0.6,0.47,0.95,6.1,1.7,0
2024,9,80.5,3.75,2.5,0.38,0.65,0.6,4.67,3.45,1.85,0
2024,10,30.5,1.6,6.94,1.55,2.7,0.67,0.75,4.5,3.65,0
2024,11,122,1.7,5.7,0.94,0.55,0.11,0.75,3.8,0.15,0.3
2024,12,100,2.4,3.7,0,0,0.07,0.72,1.15,0.15,0.25
